mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_features,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,mean_test_score,std_test_score,rank_test_score
127.10051441192627,1.0179390100770271,0.7739289760589599,0.006045391399170317,0.15,5,1200,"{'max_features': 0.15, 'min_samples_split': 5, 'n_estimators': 1200}",0.9997494795996472,0.9995748558937952,0.9995330975097451,0.9995326471810937,0.9997232685399597,0.9997144628158188,0.9994301406885129,0.9996250232380233,0.9997583474333354,0.9999199399173729,0.999295954254481,0.999497402216927,0.9993251794087792,0.9996405995651092,0.9998828978558265,0.9996135530745618,0.00017788013037843824,1
42.351250092188515,0.290087351112433,0.5459120273590088,0.005713041291503749,0.07,3,800,"{'max_features': 0.07, 'min_samples_split': 3, 'n_estimators': 800}",0.9997852552115049,0.999609881183515,0.9995684359758352,0.9995822162891657,0.9996714047361065,0.9997549945385502,0.9995382361592589,0.9996468909509328,0.9997173685188564,0.9999292410100498,0.9994487494564763,0.9992582336262664,0.9990806926939287,0.999637640280216,0.9998817832428056,0.9996074015915645,0.00021329135944899214,2
84.89422171910604,0.7445849225938893,0.5330168247222901,0.007566778143441155,0.15,3,800,"{'max_features': 0.15, 'min_samples_split': 3, 'n_estimators': 800}",0.9997751737564338,0.9996052742218067,0.9995167740605073,0.9995421543077059,0.999707494642166,0.9997594048851537,0.9994672404571177,0.9996722751466022,0.99976343993089,0.9999286760126991,0.9993066511882847,0.9994552425869063,0.9991213068143981,0.999582522155233,0.9998914840368635,0.9996063409468512,0.00020918275725350126,3
63.47416229248047,0.4160242521975602,0.7945837656656901,0.008789376562604657,0.07,3,1200,"{'max_features': 0.07, 'min_samples_split': 3, 'n_estimators': 1200}",0.9996944711921332,0.9996006620777053,0.9995047067202855,0.9995467184646148,0.9997015910924857,0.9997469119753679,0.9995298052820318,0.9996920852668563,0.9997401851174667,0.9999354030824662,0.9992889482156073,0.9993986693557535,0.9991511305207391,0.9996553490552392,0.9998866583789139,0.999604886386511,0.00020362586390225917,4
89.96119637489319,0.5528923914062943,0.6533084233601888,0.004199566627047029,0.13,5,1000,"{'max_features': 0.13, 'min_samples_split': 5, 'n_estimators': 1000}",0.9997561284563931,0.9995834768378083,0.9994842295403604,0.999556899239888,0.9996746848461109,0.9997729102216226,0.999550253112177,0.9996035604088199,0.9997723907291224,0.9999324790442193,0.9992554284367857,0.9993582785626909,0.9992661622513619,0.999627770193037,0.9998744974770657,0.999604609957164,0.00019706875181195693,5
84.69079756736755,0.7414061412858749,0.5389151732126872,0.014565433201443097,0.15,7,800,"{'max_features': 0.15, 'min_samples_split': 7, 'n_estimators': 800}",0.9997498114289204,0.9995598537157246,0.9995355579774022,0.9994729699192909,0.9997142323705341,0.9997246444428477,0.9994787050770221,0.9996400110011642,0.9997500340351395,0.9999173002978534,0.999417000701966,0.9994374669768883,0.9991893609645912,0.9995924833353426,0.9998771218336845,0.9996037702718914,0.00018576021025779393,6
89.79317173957824,0.7786080558734555,0.6523304939270019,0.0036118335987197704,0.13,7,1000,"{'max_features': 0.13, 'min_samples_split': 7, 'n_estimators': 1000}",0.9996986050183088,0.9995896923338936,0.9995492181122378,0.99951737323644,0.9997044431347021,0.9997759409445776,0.9994659145030333,0.9995987142466649,0.9997806310897047,0.9999213649961394,0.9992792458114723,0.9994416313524574,0.9992493411222098,0.9996217102378232,0.999862123111176,0.9996037299500561,0.0001888348639448029,7
127.08329512278239,0.9430918970412614,0.7774840672810872,0.005210616349722718,0.15,3,1200,"{'max_features': 0.15, 'min_samples_split': 3, 'n_estimators': 1200}",0.9997957881042725,0.9996566439655409,0.9994609891254624,0.9994488887115413,0.9997088998205255,0.999753977221842,0.9995636639237804,0.999617283650767,0.9996950359033354,0.9999431698252306,0.9992702180594986,0.9994857007744387,0.999110849152598,0.9996201357637279,0.9999054743932723,0.9996024478930555,0.00021639529754163863,8
72.01768183708191,0.5089599072249162,0.5378145694732666,0.014942974639024916,0.13,5,800,"{'max_features': 0.13, 'min_samples_split': 5, 'n_estimators': 800}",0.9997557272746835,0.9996352061462381,0.9995811872100667,0.9995006396474615,0.9997072576980756,0.9997403736082203,0.9995302917039751,0.9996349767967025,0.9996134086602485,0.9999309020393834,0.9993372285148787,0.9993428827649135,0.9992019164940368,0.9996280416860085,0.9998958033871528,0.9996023895754698,0.00019399541721888978,9
106.0362790107727,0.9162557539958572,0.5287843227386475,0.004434906068794324,0.19,3,800,"{'max_features': 0.19, 'min_samples_split': 3, 'n_estimators': 800}",0.9997436879152224,0.9996094901888084,0.9996176470511298,0.9995595744311985,0.9996940719460351,0.9996772127338017,0.9994943547312829,0.9996424410675615,0.9997586266368496,0.9999368648614546,0.9992367231975805,0.999489905410304,0.9990448543878431,0.9996185654340131,0.9998980005863848,0.9996014680386313,0.00022067925096847725,10
105.91987846692403,0.6631581986098187,0.6517201741536458,0.005995982454475094,0.15,5,1000,"{'max_features': 0.15, 'min_samples_split': 5, 'n_estimators': 1000}",0.9997720986131615,0.999583611199484,0.9995438708754223,0.9995276937960782,0.9997207806866986,0.9997452506743448,0.9995224539847241,0.999602636731589,0.9997442683977779,0.999933486469811,0.9992827705323997,0.9994754427203627,0.9990616356054585,0.9996178755813299,0.9998851113284738,0.999601265813141,0.000215957881845664,11
105.99615813891093,1.0909839175895961,0.6556626637776692,0.008745174842078755,0.15,3,1000,"{'max_features': 0.15, 'min_samples_split': 3, 'n_estimators': 1000}",0.9997453181134752,0.999585470276565,0.9995215818435741,0.9995348579597616,0.9996806937644219,0.9997281308923934,0.9995253083386129,0.9996112856204095,0.999745481707704,0.9999406456450022,0.9993870457474541,0.9992828851299569,0.9991423184454256,0.99969622711724,0.9998853013288386,0.9996008367953891,0.00020713775189249925,12
107.81370579401651,0.9284415156066746,0.7776750087738037,0.01011815294442522,0.13,7,1200,"{'max_features': 0.13, 'min_samples_split': 7, 'n_estimators': 1200}",0.9997879822382814,0.9995818430370427,0.9995420017012959,0.999509310802507,0.9997097674399956,0.9997120566941053,0.9994691365383511,0.999641501510475,0.9997482179600657,0.9999103360762087,0.9993323426101327,0.9994144724205327,0.9991923905348159,0.9995912901677408,0.9998687335291738,0.9996007588840484,0.0001920897287450421,13
107.92283492088318,0.8422855130147638,0.7773472150166829,0.006988672874703471,0.13,5,1200,"{'max_features': 0.13, 'min_samples_split': 5, 'n_estimators': 1200}",0.9997794120275542,0.9995912685927619,0.9995491601109148,0.9994999036191979,0.9996841209147748,0.9997235563187867,0.9994860128502717,0.9996703179333171,0.9997669541445035,0.9999257719101007,0.9992184766520283,0.9993983123912102,0.9991906204847757,0.9996237705035812,0.9998895847487791,0.9995998162135038,0.000209348750795192,14
28.479030323028564,1.2462229688425432,0.6601381301879883,0.03764785579722253,0.05,3,800,"{'max_features': 0.05, 'min_samples_split': 3, 'n_estimators': 800}",0.9997318907100281,0.9996459279038161,0.9995008331779468,0.9995530353301136,0.9997326044523854,0.9997829185693214,0.9994892924956501,0.999716672078201,0.9996883009774301,0.9999179001665628,0.9992418225729274,0.9994138134189654,0.9990231706107007,0.9996516848617343,0.9998707753188943,0.9995973761763117,0.00022933083907912655,15
132.5571359952291,1.3960489655094321,0.6486199696858724,0.005520129900998653,0.19,7,1000,"{'max_features': 0.19, 'min_samples_split': 7, 'n_estimators': 1000}",0.9997517489933486,0.9995571910320485,0.9995652398896677,0.999467495490873,0.9996978353005392,0.999678644314716,0.9995005600252471,0.9996358872085681,0.9997729425812057,0.9999220443342309,0.9993476908381709,0.9995037922796998,0.9991399953810409,0.9995414891314265,0.9998743388818003,0.9995971263788389,0.00019446717040869045,16
63.44478777249654,0.47676239811607274,0.7946928819020589,0.012696413196126455,0.07,5,1200,"{'max_features': 0.07, 'min_samples_split': 5, 'n_estimators': 1200}",0.9997654105886481,0.9996190536394766,0.9995009136745446,0.9995205965521808,0.9997218443072716,0.9997067779325635,0.9995249124349505,0.9996150187993831,0.9997448180922982,0.9999193858657682,0.9993695619206298,0.9993665352695805,0.9990248493587901,0.9996663011864154,0.9998799135296809,0.9995963928768121,0.0002190731387169433,17
132.55098444620768,1.074576994317312,0.649541441599528,0.005302139413718985,0.19,3,1000,"{'max_features': 0.19, 'min_samples_split': 3, 'n_estimators': 1000}",0.9997467304230729,0.9995814025773735,0.9995530522480397,0.9995158451002201,0.9997019914209911,0.9997575741606791,0.9994454538951129,0.999700367953681,0.9997739683508108,0.9999321857305199,0.9992123595463303,0.9994166205906467,0.9991234610382762,0.9995875894570874,0.9998799395876464,0.9995952361386994,0.00022062434845340786,18
210.7656260172526,2.016176753297211,0.7668972333272298,0.006501864907322632,0.25,3,1200,"{'max_features': 0.25, 'min_samples_split': 3, 'n_estimators': 1200}",0.9997228803393348,0.9996202042610374,0.9995470897600371,0.9993750055998326,0.9997037849309637,0.9997174108093285,0.9995000319386268,0.9996388277582489,0.99976948957621,0.9999395258694987,0.9992745346058418,0.9994334823727262,0.9991611715565314,0.9996167480748879,0.9998977901497309,0.9995945318401892,0.000210353562636348,19
158.93308876355488,1.3689377702627699,0.7703935305277506,0.006228505438416516,0.19,5,1200,"{'max_features': 0.19, 'min_samples_split': 5, 'n_estimators': 1200}",0.9997662417085765,0.999586959116075,0.9995872682892945,0.9993896782195504,0.9997320613462455,0.9997122607935989,0.9995102161651159,0.9996222826776797,0.9997572413054499,0.9999285903657462,0.9992981270678294,0.9993963048295893,0.9991159024993529,0.9996261339485446,0.9998816143346744,0.9995940588444883,0.00021446523432071116,20
71.76973837216696,0.5793643168746633,0.5297565460205078,0.0030026300191307777,0.13,7,800,"{'max_features': 0.13, 'min_samples_split': 7, 'n_estimators': 800}",0.9997467006327962,0.9995537298554676,0.999535010589802,0.9994576410665102,0.9997022550541754,0.9996988036221148,0.9995271725752028,0.9995944323752205,0.9997281033429356,0.9999154818801725,0.9994024180599193,0.9993773030981747,0.999187059752835,0.9996127661284306,0.9998665042341848,0.9995936921511961,0.0001860800698601147,21
108.0545919895172,0.914786967231184,0.7844726403554281,0.016102333938865707,0.13,3,1200,"{'max_features': 0.13, 'min_samples_split': 3, 'n_estimators': 1200}",0.9997757238356314,0.999566026720854,0.9996192877707335,0.9993423959019712,0.9997070216154388,0.9997124637808501,0.999519449585821,0.9997034161838266,0.9997857338660039,0.9999356699179083,0.9993076718045396,0.9992528869579564,0.9990882744950416,0.9996745044929725,0.9998923798875328,0.9995921937878054,0.00023736756319941957,22
140.0021355311076,1.2726558403036294,0.5254377683003744,0.007264310607743986,0.25,5,800,"{'max_features': 0.25, 'min_samples_split': 5, 'n_estimators': 800}",0.9996696647926546,0.9995702145562413,0.9995152558269454,0.9994869426487183,0.9997076142638548,0.9997525542098291,0.9995369623430376,0.9995932195408264,0.9998128736755378,0.9999258496087972,0.9992249439134001,0.9995192140036174,0.999114946300175,0.999572879013978,0.9998761206501543,0.9995919503565178,0.0002120608637973883,23
52.94666525522868,0.34246283352160767,0.6754361152648926,0.016742891814099745,0.07,5,1000,"{'max_features': 0.07, 'min_samples_split': 5, 'n_estimators': 1000}",0.999766571796652,0.9995185160450228,0.9994964823699514,0.999521418437005,0.9996924289485689,0.9997681267282555,0.9995182427682691,0.9996715735362738,0.999707798422091,0.9999220597953297,0.999280665043847,0.9993606950329212,0.9991263584292082,0.999656335126244,0.999870875029141,0.9995918765005852,0.0002120332636356357,24
90.08233865102132,0.6869477080111317,0.6587508996327718,0.008674737417523294,0.13,3,1000,"{'max_features': 0.13, 'min_samples_split': 3, 'n_estimators': 1000}",0.9997515785970761,0.9995977773652738,0.9995517763389185,0.9994885881284657,0.999715808775162,0.9996656675186884,0.9994896840149303,0.9995983925357075,0.999717295102853,0.9999239686863982,0.9991875971458842,0.9993653108140114,0.9992210669215676,0.9996645769272332,0.9998876479418752,0.9995884491209363,0.00020655663736028618,25
127.05305263201396,1.0780991851563169,0.7727722803751628,0.005603348391991688,0.15,7,1200,"{'max_features': 0.15, 'min_samples_split': 7, 'n_estimators': 1200}",0.9997036117583725,0.9995973802402659,0.9995496650270533,0.9994741785103975,0.9996807887952741,0.9997436203254638,0.999464927626892,0.9996021854203528,0.9997719220686141,0.9999226374813113,0.9993964597318845,0.999393977440379,0.9990789573283712,0.9995807464801845,0.999863177783381,0.9995882824012131,0.00020511705943977008,26
159.18928672472637,1.2556055210159107,0.769327974319458,0.004905063671899733,0.19,3,1200,"{'max_features': 0.19, 'min_samples_split': 3, 'n_estimators': 1200}",0.9996825746982829,0.9996163911078784,0.999511948861908,0.9994349963463748,0.9997250840211839,0.9997107327028765,0.9994959285877398,0.999608121547579,0.9996115190145438,0.9999390246839983,0.9992781764418013,0.9993114428142948,0.9993443820489059,0.9996314955083012,0.9998820491971465,0.9995855911721877,0.00018718032926415162,27
44.47361176808675,0.3491144593353091,0.8219928900400798,0.021145662068935367,0.05,5,1200,"{'max_features': 0.05, 'min_samples_split': 5, 'n_estimators': 1200}",0.9997903921636047,0.9996084243374244,0.999502671674984,0.9994781403592035,0.9996945079061922,0.9997292315926913,0.999430910801704,0.9996823584198239,0.9996791173412498,0.9999175793660399,0.9992533612924781,0.9993332112549635,0.9991873642463462,0.9996017080786241,0.9998678448853916,0.999583788248048,0.00020947074939709428,28
52.90554113388062,0.39611281315993085,0.6686606566111247,0.0031641624890666694,0.07,3,1000,"{'max_features': 0.07, 'min_samples_split': 3, 'n_estimators': 1000}",0.9997998963016593,0.9996141643214902,0.9995092291252101,0.9993449549065729,0.9997015395247096,0.9997802361305712,0.9995840955040889,0.999606790777847,0.9996085001950675,0.9999122569044265,0.9991508953247366,0.9993427914570049,0.9993087253859472,0.9996060655169046,0.999883485266154,0.9995835751094927,0.00021341098377063768,29
52.74871927897136,0.37686950127085866,0.6668308893839519,0.005497270654055356,0.07,7,1000,"{'max_features': 0.07, 'min_samples_split': 7, 'n_estimators': 1000}",0.9997741677319105,0.9995441246323351,0.9994824668156579,0.9995149200837845,0.9996996290766036,0.9996852703285459,0.9995149190884536,0.9996706397512783,0.9996504232004624,0.9999189629173179,0.9992717380722531,0.9993407383229449,0.9992406374074545,0.9995728221236879,0.9998690153107622,0.9995833649908968,0.000193440027135983,30
63.27567722002665,0.43714234795536616,0.7880966027577718,0.0034335546320790247,0.07,7,1200,"{'max_features': 0.07, 'min_samples_split': 7, 'n_estimators': 1200}",0.999721657042493,0.9995841063550828,0.9994523751363399,0.9995029978852535,0.9996850964743565,0.9997330330976106,0.9994609871921485,0.9996373189571249,0.9997590110326536,0.9999184175437825,0.9993423663578762,0.9993959265012606,0.9991355299768333,0.9995484403764221,0.9998704993125115,0.9995831842161167,0.00020230776529552794,31
198.1733085632324,19.015997025149357,0.6924954732259114,0.1170086456586273,0.25,7,1200,"{'max_features': 0.25, 'min_samples_split': 7, 'n_estimators': 1200}",0.9996767147915492,0.99952681338088,0.9995257499866842,0.9993970734789437,0.9996910194087005,0.9996903423823891,0.999332785191274,0.9996218507711356,0.9997668318912639,0.9999175584075795,0.9994042879139684,0.9994877281536751,0.9992824206085361,0.9995333312625336,0.9998823929393417,0.999582460037897,0.00018371680847364678,32
105.81787743568421,1.0186304084572846,0.6509275754292806,0.0026520300885223285,0.15,7,1000,"{'max_features': 0.15, 'min_samples_split': 7, 'n_estimators': 1000}",0.9997410829515507,0.9995694554619495,0.9994912235617626,0.9995124242701644,0.9996794601180911,0.9997028736099038,0.999388191454156,0.9995886748149132,0.999792477556821,0.9999149515914413,0.9993570898937566,0.9994702418478736,0.999061400524521,0.9995711406165689,0.9998668115686906,0.9995804999894775,0.0002114582273178007,33
209.92521810531616,2.184517678256944,0.7673038482666016,0.00816739697859739,0.25,5,1200,"{'max_features': 0.25, 'min_samples_split': 5, 'n_estimators': 1200}",0.9997552871420716,0.9995652418801031,0.9996158061890978,0.9995024283558024,0.9997168312834045,0.9997130432578917,0.9994147296854704,0.9995818191064109,0.9997691645526491,0.999933404379011,0.9991703861382135,0.9994012545044779,0.9991020905438956,0.9995550261189002,0.9998853001459139,0.9995787875522208,0.0002287068494358759,34
175.22992266019185,1.4499856199589882,0.6444348176320394,0.003293924036544917,0.25,5,1000,"{'max_features': 0.25, 'min_samples_split': 5, 'n_estimators': 1000}",0.9997249780413855,0.9995305637468382,0.9996113923139307,0.9994650451977366,0.999680446821414,0.9997131601591365,0.9993879181823735,0.9996422914374998,0.9997031078397853,0.9999333324236263,0.999255374640731,0.9993480376442537,0.999161195254224,0.9996258854297217,0.9998586101592858,0.9995760892861296,0.0002098164440384152,35
174.6403287569682,1.5509732768199995,0.6469070275624593,0.010632941456938334,0.25,7,1000,"{'max_features': 0.25, 'min_samples_split': 7, 'n_estimators': 1000}",0.9996930973890965,0.9995170868168184,0.999554802117618,0.9994869545131981,0.9997177897059857,0.9996732671530373,0.9993592591987206,0.9995921695935837,0.9996800502684555,0.999922371370088,0.9993988955006191,0.9994250761231388,0.999224622035188,0.9994963705420785,0.9998740679640534,0.9995743920194452,0.00018365201109522077,36
37.207319688797,0.29405994751665016,0.7572066624959309,0.05472131284773718,0.05,3,1000,"{'max_features': 0.05, 'min_samples_split': 3, 'n_estimators': 1000}",0.9997659885145509,0.9996044215518782,0.9994377216438906,0.999517631147565,0.9997038884123126,0.999798763157653,0.9993678016101943,0.9996848564948602,0.999672983322246,0.9999253482349065,0.9991108025204088,0.9993113852698713,0.9992063101791835,0.999643750521272,0.999860579426907,0.9995741488005134,0.00023390607384111056,37
36.9845223903656,0.276611549055275,0.6889559745788574,0.016911099853650254,0.05,5,1000,"{'max_features': 0.05, 'min_samples_split': 5, 'n_estimators': 1000}",0.9997767201848754,0.9995937863018851,0.9994718813302473,0.9994513207335706,0.9996799473377529,0.9997557244387674,0.9994805266737815,0.9996538148562557,0.9995619356196146,0.9999136677435428,0.9993135522803266,0.9993501895442783,0.9991093904472377,0.999600782940677,0.9998795535071657,0.999572852929332,0.00021129570304708733,38
72.10780386924743,0.6197815953028701,0.5337441921234131,0.005657747054119545,0.13,3,800,"{'max_features': 0.13, 'min_samples_split': 3, 'n_estimators': 800}",0.9997722882394406,0.999597343764553,0.9994007716587371,0.9994460882323917,0.9996677536368515,0.999729076367878,0.9995165639383459,0.9996374037951874,0.9996197022181714,0.9999322952690084,0.9991228123716193,0.9993875726565555,0.9992388694084873,0.9996326068022572,0.9998844644893865,0.9995723741899246,0.00021714441374849267,39
84.83017570177714,0.8360721401511158,0.5336936314900717,0.007368088718848141,0.15,5,800,"{'max_features': 0.15, 'min_samples_split': 5, 'n_estimators': 800}",0.9996081420287375,0.9995849193700611,0.9995137056171156,0.9994940296905342,0.9996349851598879,0.999764181401833,0.9994193261101769,0.9996221314961685,0.999690167203626,0.9999326963910129,0.9992282783193256,0.99942643841921,0.9991982635311697,0.9995766833429067,0.999891301822655,0.9995723499936281,0.0002004536365578435,40
174.9500485420227,1.775017941433602,0.6478519121805827,0.01209712203032837,0.25,3,1000,"{'max_features': 0.25, 'min_samples_split': 3, 'n_estimators': 1000}",0.9997097689035226,0.9996067152014607,0.9994875936477963,0.9994654212994659,0.9996986084432434,0.9997007907815239,0.9993397446655402,0.9995550922065659,0.9997279986695247,0.9999389345825535,0.9992724878917448,0.9994450411550652,0.9990924329053898,0.9996364777918971,0.9998904606204837,0.9995711712510518,0.00021997962287950693,41
44.503487777709964,0.35135242773987047,0.8161846160888672,0.02101629200466122,0.05,7,1200,"{'max_features': 0.05, 'min_samples_split': 7, 'n_estimators': 1200}",0.9997085049778759,0.9995698763967459,0.9994948202469074,0.9994386206312094,0.9996463668375046,0.9997353581392867,0.9994195069015168,0.9996508742345943,0.9997462276232494,0.9999034273119062,0.9993249932385402,0.9993699481821536,0.9990927372361205,0.9995872026627317,0.9998651557847527,0.9995702413603396,0.0002100683907606729,42
158.80661279360453,1.3599365938900947,0.7685929457346599,0.006156301665331923,0.19,7,1200,"{'max_features': 0.19, 'min_samples_split': 7, 'n_estimators': 1200}",0.9996775383262578,0.9995473128046977,0.9995538905390825,0.9994679310663752,0.9996768368181718,0.9997329333556249,0.999441738480726,0.9995906766852976,0.9997900179538182,0.9999252367415684,0.9992031182569265,0.9994170346588902,0.9990898248290468,0.999551629911808,0.9998739686481221,0.9995693126050944,0.0002211325193889835,43
42.25581008593242,0.33092401792509935,0.540951665242513,0.005318351968843278,0.07,7,800,"{'max_features': 0.07, 'min_samples_split': 7, 'n_estimators': 800}",0.9997132584671334,0.9995290972576438,0.9995033615156002,0.9994750672600036,0.9996731976584533,0.9997401692208239,0.999469702039104,0.9996315977002139,0.9996706371230981,0.9999119309015467,0.9993683042496733,0.999359572957865,0.9990210345464936,0.9996211925450551,0.9998494977611404,0.9995691747469232,0.00021341790457796657,44
29.606875705718995,0.17511179865214213,0.5597081820170084,0.0190129802148285,0.05,7,800,"{'max_features': 0.05, 'min_samples_split': 7, 'n_estimators': 800}",0.9997129221681632,0.9995415896776716,0.9994486613006737,0.9994535821308954,0.9996947717445064,0.9997535479221588,0.9993673931434854,0.9997009226836301,0.9997486472433449,0.9999060974254869,0.9992072628107154,0.9994298230582503,0.9991206047054175,0.9995749406530248,0.9998619074309717,0.9995681782732265,0.00022214155807458345,45
132.61241426467896,1.0767065124492434,0.6524344126383463,0.011617767707077176,0.19,5,1000,"{'max_features': 0.19, 'min_samples_split': 5, 'n_estimators': 1000}",0.9997520133935373,0.9994915170310182,0.9995579200055446,0.9994825622317511,0.9997272280553832,0.9996952612561717,0.9993159315883504,0.999502695046079,0.9997079859129239,0.9999258821052466,0.999163370104926,0.9994718423067963,0.9991850868760045,0.9996531480375144,0.9998844576407604,0.9995677934394672,0.00022077571913727527,46
139.98034369150798,0.9707116689173729,0.5237711429595947,0.003963993140044683,0.25,7,800,"{'max_features': 0.25, 'min_samples_split': 7, 'n_estimators': 800}",0.9996923772122687,0.9995495318613157,0.9995474940010121,0.9994006165922306,0.9996172046596424,0.9996691289723009,0.9994805016894368,0.9995607114424556,0.9997698762387606,0.9999289692154033,0.9992512187389606,0.9994251464085101,0.9992265675679188,0.9995260628861293,0.9998644886123695,0.999567326406581,0.00019367490527396117,47
105.80488917032878,1.0726242277547722,0.5277645270029704,0.004839469593144001,0.19,7,800,"{'max_features': 0.19, 'min_samples_split': 7, 'n_estimators': 800}",0.9996622380864251,0.9994890798153664,0.9995173364952233,0.9995310230214913,0.999647801812826,0.9996778812167773,0.9994531000333955,0.9995801678833762,0.9996912011099719,0.9999202424491236,0.9993199412350562,0.9994071355720676,0.9991455174081141,0.9995699047208826,0.9998798729887458,0.9995661629232563,0.0001920431634172077,48
29.64390738805135,0.28067615347403874,0.5572254498799641,0.010661307844163335,0.05,5,800,"{'max_features': 0.05, 'min_samples_split': 5, 'n_estimators': 800}",0.9997606608458869,0.9995904211772789,0.9994245112514312,0.9995202759825557,0.9996698192394652,0.9997408319089299,0.9994068871884471,0.9996624246727602,0.9997580813286783,0.9999194489398695,0.9992221997678993,0.9993136995937913,0.9991048561276326,0.9995515993669128,0.9998374159957368,0.9995655422258183,0.00022609117023459317,49
44.54794977506002,0.3344664738834218,0.8694189389546713,0.04603336217258901,0.05,3,1200,"{'max_features': 0.05, 'min_samples_split': 3, 'n_estimators': 1200}",0.9997490637461677,0.9996321646007209,0.9993448722580647,0.9994048490144838,0.9997066191449108,0.9997580264777994,0.9995200074767754,0.9996525192791303,0.9996540509542526,0.9999159371120669,0.9992866956022061,0.9992204861352851,0.9990750710777085,0.9996564849802937,0.9998825955300411,0.9995639628926606,0.00023888281215038792,50
106.0702550093333,0.6248588544357342,0.5259353955586751,0.0026993384180289395,0.19,5,800,"{'max_features': 0.19, 'min_samples_split': 5, 'n_estimators': 800}",0.9997723338693302,0.999520922383277,0.9995289506063042,0.9993755626531049,0.999732657888984,0.9996818462300009,0.999370583331269,0.9995701174358167,0.9996176971242793,0.999928121270466,0.9992629492282676,0.999408698987784,0.9991780400095406,0.9996031416806834,0.9998726684548925,0.9995616194102668,0.0002093931658762557,51
37.003344202041625,0.1993285023187551,0.6831858634948731,0.011862613270946482,0.05,7,1000,"{'max_features': 0.05, 'min_samples_split': 7, 'n_estimators': 1000}",0.999740848820785,0.9995726278526348,0.9994257425560825,0.9994650166645256,0.9996706753084099,0.9997502310622769,0.9994563395524196,0.9996263155906198,0.9996634410674389,0.9998895022834369,0.9992587284998325,0.9993088176728568,0.999135639183543,0.9995998406924587,0.9998363963654355,0.9995600108781837,0.0002089156130563757,52
139.87362627983094,1.22630667475812,0.5239191055297852,0.002670519332012204,0.25,3,800,"{'max_features': 0.25, 'min_samples_split': 3, 'n_estimators': 800}",0.9996588409708691,0.9995815153812677,0.9995969664056586,0.999428139654517,0.9996308042488694,0.9996773742197794,0.9994875142427944,0.9994682495616303,0.9996145201092721,0.9999355690371422,0.9991870909155276,0.9992893368672842,0.9992589892026229,0.9996552022891635,0.999884657914669,0.9995569847347378,0.00020375312070140993,53
42.247834300994874,0.31377985144375525,0.5460921128590902,0.012001263757722964,0.07,5,800,"{'max_features': 0.07, 'min_samples_split': 5, 'n_estimators': 800}",0.9997338245644748,0.9995774987969002,0.9995498007617281,0.9993277931963744,0.9996968159076841,0.9996336651366085,0.999461753070053,0.9996149040206184,0.9995987517285062,0.999918817365014,0.999244673872956,0.9993287582667316,0.9990996817598308,0.9996004243913135,0.9998793393430543,0.9995511001454566,0.0002189107411547706,54
